name,card_type,mana_cost,converted_cost,rules_text,rarity,latest_set,all_sets,legal_formats,power,toughness
Apex Devastator,"Creature  — Chimera Hydra
                                (10/10)","['8', 'Green', 'Green']",10,"Cascade, cascade, cascade, cascade <i>(When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order. Multiple instances of cascade each trigger separately.)</i>",Mythic Rare,Commander Legends,1,"['Legacy', 'Vintage', 'Commander']",/,0
Apex Hawks,"Creature  — Bird
                                (2/2)","['2', 'White']",3,Multikicker 1 White  <i>(You may pay an additional  any number of times as you cast this spell.)</i>FlyingApex Hawks enters the battlefield with a +1/+1 counter on it for each time it was kicked.,Common,Magic: The Gathering—Conspiracy,"['Worldwake (Common)', 'Magic: The Gathering—Conspiracy (Common)']","['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",2,2
Apex of Power,Sorcery,"['7', 'Red', 'Red', 'Red']",10,"Exile the top seven cards of your library. Until end of turn, you may cast spells from among them.If this spell was cast from your hand, add ten mana of any one color.",Mythic Rare,Adventures in the Forgotten Realms Commander,"['Core Set 2019 (Mythic Rare)', 'Commander 2021 (Mythic Rare)', 'Adventures in the Forgotten Realms Commander (Mythic Rare)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",c,r
"Aphemia, the Cacophony","Legendary Enchantment Creature  — Harpy
                                (2/1)","['1', 'Black']",2,"FlyingAt the beginning of your end step, you may exile an enchantment card from your graveyard. If you do, create a 2/2 black Zombie creature token.",Rare,Theros Beyond Death,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",2,1
Aphetto Alchemist,"Creature  — Human Wizard
                                (1/2)","['1', 'Blue']",2,Tap : Untap target artifact or creature.Morph Blue  <i>(You may cast this card face down as a 2/2 creature for . Turn it face up any time for its morph cost.)</i>,Uncommon,Onslaught,1,"['Legacy', 'Vintage', 'Commander']",1,2
Aphetto Dredging,Sorcery,"['3', 'Black']",4,Return up to three target creature cards of the creature type of your choice from your graveyard to your hand.,Common,Premium Deck Series: Slivers,"['Onslaught (Common)', 'Premium Deck Series: Slivers (Common)']","['Legacy', 'Vintage', 'Commander', 'Pauper']",c,r
Aphetto Exterminator,"Creature  — Human Wizard
                                (3/1)","['2', 'Black']",3,"Morph 3 Black  <i>(You may cast this card face down as a 2/2 creature for . Turn it face up any time for its morph cost.)</i>When Aphetto Exterminator is turned face up, target creature gets -3/-3 until end of turn.",Uncommon,Legions,1,"['Legacy', 'Vintage', 'Commander']",3,1
Aphetto Grifter,"Creature  — Human Wizard
                                (1/1)","['2', 'Blue']",3,Tap two untapped Wizards you control: Tap target permanent.,Uncommon,Onslaught,1,"['Legacy', 'Vintage', 'Commander']",1,1
Aphetto Runecaster,"Creature  — Human Wizard
                                (2/3)","['3', 'Blue']",4,"Whenever a permanent is turned face up, you may draw a card.",Uncommon,Scourge,1,"['Legacy', 'Vintage', 'Commander']",2,3
Aphetto Vulture,"Creature  — Zombie Bird
                                (3/2)","['4', 'Black', 'Black']",6,"FlyingWhen Aphetto Vulture dies, you may put target Zombie card from your graveyard on top of your library.",Uncommon,Onslaught,1,"['Legacy', 'Vintage', 'Commander']",3,2
Aphotic Wisps,Instant,['Black'],1,Target creature becomes black and gains fear until end of turn. <i>(It can't be blocked except by artifact creatures and/or black creatures.)</i>Draw a card.,Common,Shadowmoor,1,"['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",t,n
Apocalypse,Sorcery,"['2', 'Red', 'Red', 'Red']",5,Exile all permanents. You discard your hand.,Rare,Tempest,1,"['Legacy', 'Vintage', 'Commander']",c,r
Apocalypse Chime,Artifact,['2'],2,"2 , Tap , Sacrifice Apocalypse Chime: Destroy all nontoken permanents with a name originally printed in the <i>Homelands</i> expansion. They can't be regenerated.",Rare,Homelands,1,"['Legacy', 'Vintage', 'Commander']",f,c
Apocalypse Demon,"Creature  — Demon
                                (*/*)","['4', 'Black', 'Black']",6,"FlyingApocalypse Demon's power and toughness are each equal to the number of cards in your graveyard.At the beginning of your upkeep, tap Apocalypse Demon unless you sacrifice another creature.",Rare,Hour of Devastation,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander']",*,*
Apocalypse Hydra,"Creature  — Hydra
                                (0/0)","['Variable Colorless', 'Red', 'Green']",2,"Apocalypse Hydra enters the battlefield with X +1/+1 counters on it. If X is 5 or more, it enters the battlefield with an additional X +1/+1 counters on it.1 Red , Remove a +1/+1 counter from Apocalypse Hydra: It deals 1 damage to any target.",Rare,Battlebond,"['Conflux (Mythic Rare)', 'Modern Masters 2015 Edition (Rare)', 'Battlebond (Rare)']","['Modern', 'Legacy', 'Vintage', 'Commander']",0,0
Apostle of Invasion,"Creature — — Phyrexian Angel
                                (4/4)","['4', 'White', 'White']",6,"Flying<i>Corrupted</i> — As long as an opponent has three or more poison counters, Apostle of Invasion has double strike.",Uncommon,Phyrexia: All Will Be One,1,"['Standard', 'Brawl', 'Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Alchemy', 'Explorer']",4,4
Apostle of Purifying Light,"Creature  — Human Cleric
                                (2/1)","['1', 'White']",2,"Protection from black <i>(This creature can't be blocked, targeted, dealt damage, enchanted, or equipped by anything black.)</i>2 : Exile target card from a graveyard.",Uncommon,Core Set 2020,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",2,1
Apostle's Blessing,Instant,"['1', 'Phyrexian White']",2,<i>( can be paid with either  or 2 life.)</i>Target artifact or creature you control gains protection from artifacts or from the color of your choice until end of turn.,Common,Modern Masters 2015 Edition,"['New Phyrexia (Common)', 'Modern Masters 2015 Edition (Common)']","['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",t,n
Apothecary Geist,"Creature  — Spirit
                                (2/3)","['3', 'White']",4,"FlyingWhen Apothecary Geist enters the battlefield, if you control another Spirit, you gain 3 life.",Common,Jumpstart 2022,"['Shadows over Innistrad (Common)', 'Jumpstart 2022 (Common)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",2,3
Apothecary Initiate,"Creature  — Kithkin Cleric
                                (1/1)",['White'],1,"Whenever a player casts a white spell, you may pay 1 . If you do, you gain 1 life.",Common,Shadowmoor,1,"['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",1,1
Appeal // Authority (Appeal),Sorcery,['Green'],1,,,,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",c,r
Appetite for Brains,Sorcery,['Black'],1,Target opponent reveals their hand. You choose a card from it with mana value 4 or greater and exile that card.,Uncommon,Ultimate Masters,"['Avacyn Restored (Uncommon)', 'Duel Decks: Blessed vs. Cursed (Uncommon)', 'Ultimate Masters (Uncommon)']","['Modern', 'Legacy', 'Vintage', 'Commander']",c,r
Appetite for the Unnatural,Instant,"['2', 'Green']",3,Destroy target artifact or enchantment. You gain 2 life.,Common,Kaladesh Remastered,"['Kaladesh (Common)', 'Kaladesh Remastered (Common)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",t,n
Applied Aeronautics,Artifact  — Contraption,[],0,"Whenever you crank Applied Aeronautics, until end of turn, target creature gets +1/+0, gains flying, and becomes an artifact in addition to its other types.",Common,Unstable,1,[],t,o
Applied Biomancy,Instant,"['Green', 'Blue']",2,Choose one or both —• Target creature gets +1/+1 until end of turn.• Return target creature to its owner's hand.,Common,Ravnica Allegiance,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",t,n
Apprentice Necromancer,"Creature  — Zombie Wizard
                                (1/1)","['1', 'Black']",2,"Black , Tap , Sacrifice Apprentice Necromancer: Return target creature card from your graveyard to the battlefield. That creature gains haste. At the beginning of the next end step, sacrifice it.",Uncommon,Ultimate Masters,"[""Urza's Destiny (Rare)"", 'Commander 2017 (Rare)', 'Ultimate Masters (Uncommon)']","['Legacy', 'Vintage', 'Commander']",1,1
Apprentice Sharpshooter,"Creature  — Human Archer
                                (1/4)","['2', 'Green']",3,"ReachTraining <i>(Whenever this creature attacks with another creature with greater power, put a +1/+1 counter on this creature.)</i>",Common,Innistrad: Crimson Vow,1,"['Standard', 'Brawl', 'Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Alchemy', 'Explorer']",1,4
Apprentice Sorcerer,"Creature  — Human Wizard
                                (1/1)","['2', 'Blue']",3,"Tap : Apprentice Sorcerer deals 1 damage to any target. Activate only during your turn, before attackers are declared.",Uncommon,Portal Second Age,1,"['Legacy', 'Vintage', 'Commander']",1,1
Apprentice Wizard,"Creature  — Human Wizard
                                (0/1)","['1', 'Blue', 'Blue']",3,"Blue , Tap : Add Colorless Colorless Colorless .",Common,Double Masters,"['Fourth Edition (Common)', 'The Dark (Rare)', 'Masters Edition (Common)', 'Double Masters (Common)']","['Legacy', 'Vintage', 'Commander', 'Pauper']",0,1
Approach of the Second Sun,Sorcery,"['6', 'White']",7,"If this spell was cast from your hand and you've cast another spell named Approach of the Second Sun this game, you win the game. Otherwise, put Approach of the Second Sun into its owner's library seventh from the top and you gain 7 life.",Rare,Amonkhet Remastered,"['Amonkhet (Rare)', 'Strixhaven Mystical Archive (Mythic Rare)', 'Amonkhet Remastered (Rare)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",c,r
Aquamoeba,"Creature  — Elemental Beast
                                (1/3)","['1', 'Blue']",2,Discard a card: Switch Aquamoeba's power and toughness until end of turn.,Common,Dominaria Remastered,"['Torment (Common)', 'Vintage Masters (Common)', 'Dominaria Remastered (Common)']","['Legacy', 'Vintage', 'Commander', 'Pauper']",1,3
Aquamorph Entity,"Creature  — Shapeshifter
                                (*/*)","['2', 'Blue', 'Blue']",4,"As Aquamorph Entity enters the battlefield or is turned face up, it becomes your choice of 5/1 or 1/5.Morph 2 Blue  <i>(You may cast this card face down as a 2/2 creature for . Turn it face up any time for its morph cost.)</i>",Common,Duel Decks: Speed vs. Cunning,"['Planar Chaos (Common)', 'Duel Decks: Speed vs. Cunning (Common)']","['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",*,*
Aquastrand Spider,"Creature  — Spider Mutant
                                (0/0)","['1', 'Green']",2,"Graft 2 <i>(This creature enters the battlefield with two +1/+1 counters on it. Whenever another creature enters the battlefield, you may move a +1/+1 counter from this creature onto it.)</i>Green : Target creature with a +1/+1 counter on it gains reach until end of turn. <i>(It can block creatures with flying.)</i>",Common,Modern Masters 2015 Edition,"['Dissension (Common)', 'Magic: The Gathering-Commander (Common)', 'Modern Masters 2015 Edition (Common)']","['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",0,0
Aquatic Incursion,Enchantment,"['3', 'Blue']",4,"When Aquatic Incursion enters the battlefield, create two 1/1 blue Merfolk creature tokens with hexproof. <i>(They can't be the targets of spells or abilities your opponents control.)</i>3 Blue : Target Merfolk can't be blocked this turn.",Uncommon,Jumpstart 2022,"['Rivals of Ixalan (Uncommon)', 'Jumpstart 2022 (Uncommon)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",m,n
Sea Hag (Aquatic Ingress),Instant — Adventure,"['2', 'Blue']",3,,,,1,"['Legacy', 'Vintage', 'Commander', 'Pauper']",t,r
Aqueous Form,Enchantment  — Aura,['Blue'],1,"Enchant creatureEnchanted creature can't be blocked.Whenever enchanted creature attacks, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i>",Common,Commander Legends,"['Theros (Common)', 'Commander Legends (Common)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",A,r
Aquitect's Will,Tribal Sorcery  — Merfolk,['Blue'],1,"Put a flood counter on target land. That land is an Island in addition to its other types for as long as it has a flood counter on it. If you control a Merfolk, draw a card.",Common,Duel Decks: Merfolk vs. Goblins,"['Lorwyn (Common)', 'Duel Decks: Merfolk vs. Goblins (Common)']","['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",f,l
Aquus Steed,"Creature  — Beast
                                (1/3)","['3', 'Blue']",4,"2 Blue , Tap : Target creature gets -2/-0 until end of turn.",Uncommon,Return to Ravnica,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander']",1,3
Araba Mothrider,"Creature  — Human Samurai
                                (1/1)","['1', 'White']",2,"FlyingBushido 1 <i>(Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.)</i>",Common,Saviors of Kamigawa,1,"['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",1,1
Arachnoform,Enchantment  — Aura,"['1', 'Green']",2,"Enchant creatureEnchanted creature gets +2/+2, has reach, and is every creature type.",Common,Kaldheim,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",A,r
Arachnogenesis,Instant,"['2', 'Green']",3,"Create X 1/2 green Spider creature tokens with reach, where X is the number of creatures attacking you. Prevent all combat damage that would be dealt this turn by non-Spider creatures.",Rare,Commander 2015,1,"['Legacy', 'Vintage', 'Commander']",t,n
Arachnoid,"Artifact Creature  — Spider
                                (2/6)",['6'],6,Reach <i>(This creature can block creatures with flying.)</i>,Uncommon,Fifth Dawn,1,"['Modern', 'Legacy', 'Vintage', 'Commander']",2,6
Arachnus Spinner,"Creature  — Spider
                                (5/7)","['5', 'Green']",6,"ReachTap an untapped Spider you control: Search your graveyard and/or library for a card named Arachnus Web and put it onto the battlefield attached to target creature. If you search your library this way, shuffle.",Uncommon,Double Masters 2022,"['Magic 2012 (Rare)', 'Modern Masters 2017 Edition (Uncommon)', 'Double Masters 2022 (Uncommon)']","['Modern', 'Legacy', 'Vintage', 'Commander']",5,7
Arachnus Web,Enchantment  — Aura,"['2', 'Green']",3,"Enchant creatureEnchanted creature can't attack or block, and its activated abilities can't be activated.At the beginning of the end step, if enchanted creature's power is 4 or greater, destroy Arachnus Web.",Common,Double Masters 2022,"['Magic 2012 (Common)', 'Modern Masters 2017 Edition (Common)', 'Double Masters 2022 (Common)']","['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",A,r
Aradara Express,"Artifact  — Vehicle
                                (8/6)",['5'],5,MenaceCrew 4 <i>(Tap any number of creatures you control with total power 4 or more: This Vehicle becomes an artifact creature until end of turn.)</i>,Common,Jumpstart 2022,"['Kaladesh (Common)', 'Jumpstart 2022 (Common)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",8,6
"Arahbo, Roar of the World","Legendary Creature  — Cat Avatar
                                (5/5)","['3', 'Green', 'White']",5,"<i>Eminence</i> — At the beginning of combat on your turn, if Arahbo, Roar of the World is in the command zone or on the battlefield, another target Cat you control gets +3/+3 until end of turn.Whenever another Cat you control attacks, you may pay 1 Green White . If you do, it gains trample and gets +X/+X until end of turn, where X is its power.",Mythic Rare,Secret Lair Drop,"['Commander 2017 (Mythic Rare)', 'Secret Lair Drop (Mythic Rare)']","['Legacy', 'Vintage', 'Commander']",5,5
"Arashi, the Sky Asunder","Legendary Creature  — Spirit
                                (5/5)","['3', 'Green', 'Green']",5,"Variable Colorless Green , Tap : Arashi, the Sky Asunder deals X damage to target creature with flying.<i>Channel</i> — Variable Colorless Green Green , Discard Arashi: Arashi deals X damage to each creature with flying.",Rare,Commander 2021,"['Saviors of Kamigawa (Rare)', 'Commander 2021 (Rare)']","['Modern', 'Legacy', 'Vintage', 'Commander']",5,5
Arashin Cleric,"Creature  — Human Cleric
                                (1/3)","['1', 'White']",2,"When Arashin Cleric enters the battlefield, you gain 3 life.",Common,Fate Reforged,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",1,3
Arashin Foremost,"Creature  — Human Warrior
                                (2/2)","['1', 'White', 'White']",3,"Double strikeWhenever Arashin Foremost enters the battlefield or attacks, another target Warrior creature you control gains double strike until end of turn.",Rare,Dragons of Tarkir,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander']",2,2
Arashin Sovereign,"Creature  — Dragon
                                (6/6)","['5', 'Green', 'White']",7,"FlyingWhen Arashin Sovereign dies, you may put it on the top or bottom of its owner's library.",Rare,Dragons of Tarkir,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander']",6,6
Arashin War Beast,"Creature  — Beast
                                (6/6)","['5', 'Green', 'Green']",7,"Whenever Arashin War Beast deals combat damage to one or more blocking creatures, manifest the top card of your library. <i>(Put it onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.)</i>",Uncommon,Ugin's Fate promos,"['Fate Reforged (Uncommon)', ""Ugin's Fate promos (Uncommon)""]","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander']",6,6
Arasta of the Endless Web,"Legendary Enchantment Creature  — Spider
                                (3/5)","['2', 'Green', 'Green']",4,"ReachWhenever an opponent casts an instant or sorcery spell, create a 1/2 green Spider creature token with reach.",Rare,Commander Legends: Battle for Baldur's Gate,"['Theros Beyond Death (Rare)', 'Streets of New Capenna Commander (Rare)', ""Commander Legends: Battle for Baldur's Gate (Rare)""]","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",3,5
Araumi of the Dead Tide,"Legendary Creature  — Merfolk Wizard
                                (1/4)","['1', 'Blue', 'Black']",3,"Tap , Exile cards from your graveyard equal to the number of opponents you have: Target creature card in your graveyard gains encore until end of turn. The encore cost is equal to its mana cost. <i>(Exile the creature card and pay its mana cost: For each opponent, create a token copy that attacks that opponent this turn if able. They gain haste. Sacrifice them at the beginning of the next end step. Activate only as a sorcery.)</i>",Uncommon,Commander Legends,1,"['Legacy', 'Vintage', 'Commander']",1,4
Arbalest Elite,"Creature  — Human Archer
                                (2/3)","['2', 'White', 'White']",4,"2 White , Tap : Arbalest Elite deals 3 damage to target attacking or blocking creature. Arbalest Elite doesn't untap during your next untap step.",Uncommon,Magic 2012,1,"['Modern', 'Legacy', 'Vintage', 'Commander']",2,3
Arbalest Engineers,"Creature  — Human Artificer
                                (2/2)","['1', 'Red', 'Green']",3,"When Arbalest Engineers enters the battlefield, choose one —• Arbalest Engineers deals 1 damage to any target.• Put a +1/+1 counter on target creature. It gains trample and haste until end of turn.• Create a tapped Powerstone token. <i>(It's an artifact with "": Add . This mana can't be spent to cast a nonartifact spell."")</i>",Uncommon,The Brothers' War,1,"['Standard', 'Brawl', 'Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Alchemy', 'Explorer']",2,2
Arbiter of Knollridge,"Creature  — Giant Wizard
                                (5/5)","['6', 'White']",7,"VigilanceWhen Arbiter of Knollridge enters the battlefield, each player's life total becomes the highest life total among all players.",Rare,Commander Anthology 2018,"['Lorwyn (Rare)', 'Magic: The Gathering-Commander (Rare)', 'Commander 2015 (Rare)', 'Commander Anthology 2018 (Rare)']","['Modern', 'Legacy', 'Vintage', 'Commander']",5,5
Arbiter of the Ideal,"Creature  — Sphinx
                                (4/5)","['4', 'Blue', 'Blue']",6,"Flying<i>Inspired</i> — Whenever Arbiter of the Ideal becomes untapped, reveal the top card of your library. If it's an artifact, creature, or land card, you may put it onto the battlefield with a manifestation counter on it. That permanent is an enchantment in addition to its other types.",Rare,Born of the Gods,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander']",4,5
Arbor Armament,Instant,['Green'],1,Put a +1/+1 counter on target creature. That creature gains reach until end of turn.,Common,Jumpstart,"['Dominaria (Common)', 'Jumpstart (Common)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",t,n
Arbor Colossus,"Creature  — Giant
                                (6/6)","['2', 'Green', 'Green', 'Green']",5,"Reach3 Green Green Green : Monstrosity 3. <i>(If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)</i>When Arbor Colossus becomes monstrous, destroy target creature with flying an opponent controls.",Rare,Commander 2015,"['Theros (Rare)', 'Commander 2015 (Rare)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander']",6,6
Arbor Elf,"Creature  — Elf Druid
                                (1/1)",['Green'],1,Tap : Untap target Forest.,Common,Masters 25,"['Worldwake (Common)', 'Magic 2013 (Common)', 'Masters 25 (Common)']","['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",1,1
Arborback Stomper,"Creature  — Beast
                                (5/4)","['3', 'Green', 'Green']",5,"TrampleWhen Arborback Stomper enters the battlefield, you gain 5 life.",Uncommon,Kaladesh Remastered,"['Kaladesh (Uncommon)', 'Kaladesh Remastered (Uncommon)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",5,4
Arborea Pegasus,"Creature  — Pegasus
                                (2/3)","['3', 'White']",4,"FlyingWhen Arborea Pegasus enters the battlefield, target creature gets +1/+1 and gains flying until end of turn.",Common,Adventures in the Forgotten Realms,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",2,3
Arboreal Grazer,"Creature  — Beast
                                (0/3)",['Green'],1,"ReachWhen Arboreal Grazer enters the battlefield, you may put a land card from your hand onto the battlefield tapped.",Common,War of the Spark,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",0,3
Arboretum Elemental,"Creature  — Elemental
                                (7/5)","['7', 'Green', 'Green']",9,Convoke <i>(Your creatures can help cast this spell. Each creature you tap while casting this spell pays for  or one mana of that creature's color.)</i>Hexproof <i>(This creature can't be the target of spells or abilities your opponents control.)</i>,Uncommon,Guilds of Ravnica,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",7,5
Arboria,World Enchantment,"['2', 'Green', 'Green']",4,Creatures can't attack a player unless that player cast a spell or put a nontoken permanent onto the battlefield during their last turn.,Rare,Dominaria Remastered,"['Legends (Uncommon)', 'Masters Edition III (Rare)', 'Dominaria Remastered (Rare)']","['Legacy', 'Vintage', 'Commander']",m,n
Arc Blade,Sorcery,"['3', 'Red', 'Red']",5,"Arc Blade deals 2 damage to any target. Exile Arc Blade with three time counters on it.Suspend 3—2 Red  <i>(Rather than cast this card from your hand, you may pay  and exile it with three time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)</i>",Uncommon,Time Spiral Remastered,"['Future Sight (Uncommon)', 'Time Spiral Remastered (Uncommon)']","['Modern', 'Legacy', 'Vintage', 'Commander']",c,r
Arc Lightning,Sorcery,"['2', 'Red']",3,"Arc Lightning deals 3 damage divided as you choose among one, two, or three targets.",Uncommon,Ugin's Fate promos,"[""Urza's Saga (Common)"", 'Battle Royale Box Set (Common)', 'Planechase (Common)', 'Khans of Tarkir (Uncommon)', ""Ugin's Fate promos (Uncommon)""]","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",c,r
Arc Mage,"Creature  — Human Spellshaper
                                (2/2)","['2', 'Red']",3,"2 Red , Tap , Discard a card: Arc Mage deals 2 damage divided as you choose among one or two targets.",Uncommon,Nemesis,1,"['Legacy', 'Vintage', 'Commander']",2,2
Arc Runner,"Creature  — Elemental Ox
                                (5/1)","['2', 'Red']",3,"Haste <i>(This creature can attack and  as soon as it comes under your control.)</i>At the beginning of the end step, sacrifice Arc Runner.",Common,Magic 2011,1,"['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",5,1
Arc Spitter,Artifact  — Equipment,['1'],1,"Equipped creature has ""1 : This creature deals 1 damage to target creature that's blocking it.""Equip 1  <i>(: Attach to target creature you control. Equip only as a sorcery.)</i>",Uncommon,Streets of New Capenna,1,"['Standard', 'Brawl', 'Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Alchemy', 'Explorer']",m,n
Arc Trail,Sorcery,"['1', 'Red']",2,Arc Trail deals 2 damage to any target and 1 damage to another target.,Uncommon,Planechase Anthology,"['Scars of Mirrodin (Uncommon)', 'Planechase 2012 Edition (Uncommon)', 'Duel Decks: Speed vs. Cunning (Uncommon)', 'Planechase Anthology (Uncommon)']","['Modern', 'Legacy', 'Vintage', 'Commander']",c,r
Arcades Sabboth,"Legendary Creature  — Elder Dragon
                                (7/7)","['2', 'Green', 'Green', 'White', 'White', 'Blue', 'Blue']",8,"FlyingAt the beginning of your upkeep, sacrifice Arcades Sabboth unless you pay Green White Blue .Each untapped creature you control gets +0/+2 as long as it's not attacking.White : Arcades Sabboth gets +0/+1 until end of turn.",Rare,Dominaria Remastered,"['Legends (Rare)', 'Chronicles (Rare)', 'Masters Edition III (Rare)', 'Dominaria Remastered (Rare)']","['Legacy', 'Vintage', 'Commander']",7,7
"Arcades, the Strategist","Legendary Creature  — Elder Dragon
                                (3/5)","['1', 'Green', 'White', 'Blue']",4,"Flying, vigilanceWhenever a creature with defender enters the battlefield under your control, draw a card.Each creature you control with defender assigns combat damage equal to its toughness rather than its power and can attack as though it didn't have defender.",Bonus,Time Spiral Remastered,"['Core Set 2019 (Mythic Rare)', 'Time Spiral Remastered (Bonus)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",3,5
Arcane Adaptation,Enchantment,"['2', 'Blue']",3,"As Arcane Adaptation enters the battlefield, choose a creature type.Creatures you control are the chosen type in addition to their other types. The same is true for creature spells you control and creature cards you own that aren't on the battlefield.",Rare,Ixalan,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",m,n
Arcane Archery,Instant,"['2', 'Green']",3,"Target creature gets +3/+3 and gains reach and trample until end of turn.You get a boon with ""When you cast your next creature spell, that creature enters the battlefield with an additional +1/+1 counter, reach counter, and trample counter on it.""",Common,Alchemy Horizons: Baldur's Gate,1,"['Historic', 'Alchemy']",t,n
Arcane Artisan,"Creature  — Human Wizard
                                (0/3)","['2', 'Blue']",3,"2 Blue , Tap : Target player draws a card, then exiles a card from their hand. If a creature card is exiled this way, that player creates a token that's a copy of that card.When Arcane Artisan leaves the battlefield, exile all tokens created with it at the beginning of the next end step.",Mythic Rare,Kaldheim Commander,"['Battlebond (Mythic Rare)', 'Kaldheim Commander (Mythic Rare)']","['Legacy', 'Vintage', 'Commander']",0,3
Arcane Bombardment,Enchantment,"['4', 'Red', 'Red']",6,"Whenever you cast your first instant or sorcery spell each turn, exile an instant or sorcery card at random from your graveyard. Then copy each card exiled with Arcane Bombardment. You may cast any number of the copies without paying their mana costs.",Mythic Rare,Streets of New Capenna,1,"['Standard', 'Brawl', 'Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Alchemy', 'Explorer']",m,n
Arcane Denial,Instant,"['1', 'Blue']",2,Counter target spell. Its controller may draw up to two cards at the beginning of the next turn's upkeep.You draw a card at the beginning of the next turn's upkeep.,Common,Innistrad: Crimson Vow Commander,"['Alliances (Common)', 'Masters Edition (Common)', 'Commander 2013 Edition (Common)', 'Commander 2016 (Common)', 'Commander Anthology (Common)', 'Masters 25 (Common)', 'Commander Legends (Common)', 'Innistrad: Crimson Vow Commander (Common)']","['Legacy', 'Vintage', 'Commander', 'Pauper']",t,n
Arcane Encyclopedia,Artifact,['3'],3,"3 , Tap : Draw a card.",Uncommon,Commander Legends: Battle for Baldur's Gate,"['Core Set 2019 (Uncommon)', 'Jumpstart (Uncommon)', ""Commander Legends: Battle for Baldur's Gate (Uncommon)""]","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",f,c
